locus_tag	ftype	length_bp	gene	EC_number	COG	product
FAGEIGCL_05400	CDS	435	pgdS	3.4.19.-	COG0791	Gamma-DL-glutamyl hydrolase
FAGEIGCL_05401	CDS	108	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
FAGEIGCL_05402	CDS	519				hypothetical protein
FAGEIGCL_05403	tRNA	76				tRNA-Lys(ttt)
FAGEIGCL_05404	CDS	1044	nadA_2	2.5.1.72	COG0379	Quinolinate synthase A
FAGEIGCL_05405	CDS	720	pnuC_2		COG3201	Nicotinamide riboside transporter PnuC
FAGEIGCL_05406	CDS	942	zitB_1		COG1230	Zinc transporter ZitB
FAGEIGCL_05407	CDS	381				hypothetical protein
FAGEIGCL_05408	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
FAGEIGCL_05409	CDS	753	gpmA_3	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
FAGEIGCL_05410	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
FAGEIGCL_05411	CDS	1149	galK_3	2.7.1.6	COG0153	Galactokinase
FAGEIGCL_05412	CDS	1047	galT_2	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
FAGEIGCL_05413	CDS	1017	galE_3	5.1.3.2	COG1087	UDP-glucose 4-epimerase
FAGEIGCL_05414	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
FAGEIGCL_05415	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
FAGEIGCL_05416	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
FAGEIGCL_05417	CDS	774	modA_1		COG0725	Molybdate-binding protein ModA
FAGEIGCL_05418	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
FAGEIGCL_05419	CDS	1059	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FAGEIGCL_05420	CDS	915	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
FAGEIGCL_05421	CDS	996	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
FAGEIGCL_05422	CDS	954	oxyR_4			Hydrogen peroxide-inducible genes activator
FAGEIGCL_05423	CDS	1053	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
FAGEIGCL_05424	CDS	1434	ybhI_2		COG0471	Inner membrane protein YbhI
FAGEIGCL_05425	CDS	2262	leuC_3	4.2.1.33		3-isopropylmalate dehydratase large subunit
FAGEIGCL_05426	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
FAGEIGCL_05427	CDS	477				hypothetical protein
FAGEIGCL_05428	CDS	1131				IS200/IS605 family transposase ISEc42
FAGEIGCL_05429	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
FAGEIGCL_05430	CDS	1041	bioB_2	2.8.1.6	COG0502	Biotin synthase
FAGEIGCL_05431	CDS	1155	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
FAGEIGCL_05432	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
FAGEIGCL_05433	CDS	678	bioD1_3	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
FAGEIGCL_05434	CDS	2022	uvrB_3		COG0556	UvrABC system protein B
FAGEIGCL_05435	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
FAGEIGCL_05436	CDS	990	moaA_1	4.1.99.22	COG2896	GTP 3',8-cyclase
FAGEIGCL_05437	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
FAGEIGCL_05438	CDS	486	moaC_2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
FAGEIGCL_05439	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
FAGEIGCL_05440	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
FAGEIGCL_05441	CDS	705	ybhL_2		COG0670	Inner membrane protein YbhL
FAGEIGCL_05442	CDS	93				hypothetical protein
FAGEIGCL_05443	CDS	714				hypothetical protein
FAGEIGCL_05444	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
FAGEIGCL_05445	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
FAGEIGCL_05446	CDS	762				hypothetical protein
FAGEIGCL_05447	CDS	411	ybhQ			Inner membrane protein YbhQ
FAGEIGCL_05448	CDS	1107	ybhR_2		COG0842	putative multidrug ABC transporter permease YbhR
FAGEIGCL_05449	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
FAGEIGCL_05450	CDS	1737	ybhF_2		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
FAGEIGCL_05451	CDS	996				hypothetical protein
FAGEIGCL_05452	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
FAGEIGCL_05453	CDS	1362	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
FAGEIGCL_05454	CDS	264				hypothetical protein
FAGEIGCL_05455	CDS	1854				hypothetical protein
FAGEIGCL_05456	CDS	294				hypothetical protein
FAGEIGCL_05457	CDS	279				hypothetical protein
FAGEIGCL_05458	CDS	2061				hypothetical protein
FAGEIGCL_05459	CDS	816				hypothetical protein
FAGEIGCL_05460	CDS	882	fabD_2	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
FAGEIGCL_05461	CDS	738	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FAGEIGCL_05462	CDS	1236	fabF_4	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FAGEIGCL_05463	tRNA	76				tRNA-Arg(tct)
FAGEIGCL_05464	CDS	306				hypothetical protein
FAGEIGCL_05465	CDS	537	mobA_1	2.7.7.77		putative molybdenum cofactor guanylyltransferase
FAGEIGCL_05466	CDS	804				hypothetical protein
FAGEIGCL_05467	CDS	357				hypothetical protein
FAGEIGCL_05468	CDS	732	nagR_2		COG2188	HTH-type transcriptional repressor NagR
FAGEIGCL_05469	CDS	321				hypothetical protein
FAGEIGCL_05470	CDS	177				hypothetical protein
FAGEIGCL_05471	CDS	90				hypothetical protein
FAGEIGCL_05472	CDS	1806	kdpA_2		COG2060	Potassium-transporting ATPase potassium-binding subunit
FAGEIGCL_05473	CDS	2070	kdpB_2	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
FAGEIGCL_05474	CDS	603	kdpC_2		COG2156	Potassium-transporting ATPase KdpC subunit
FAGEIGCL_05475	CDS	2700	kdpD_2	2.7.13.3	COG2205	Sensor protein KdpD
FAGEIGCL_05476	CDS	702	kdpE_2		COG0745	KDP operon transcriptional regulatory protein KdpE
FAGEIGCL_05477	CDS	150				hypothetical protein
FAGEIGCL_05478	CDS	669		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
FAGEIGCL_05479	tRNA	73				tRNA-Val(tac)
FAGEIGCL_05480	tRNA	71				tRNA-Gly(tcc)
FAGEIGCL_05481	tRNA	76				tRNA-Ile(gat)
FAGEIGCL_05482	tRNA	74				tRNA-Glu(ttc)
FAGEIGCL_05483	CDS	312				hypothetical protein
FAGEIGCL_05484	CDS	534				hypothetical protein
FAGEIGCL_05485	CDS	777	recX_1			Regulatory protein RecX
FAGEIGCL_05486	CDS	948				hypothetical protein
FAGEIGCL_05487	CDS	1353	rlmCD_2	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
FAGEIGCL_05488	CDS	573	bar	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
FAGEIGCL_05489	tRNA	71				tRNA-Thr(ggt)
FAGEIGCL_05490	CDS	639		2.7.1.113	COG1428	Deoxyguanosine kinase
FAGEIGCL_05491	CDS	768	deoD_1	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
FAGEIGCL_05492	CDS	255				hypothetical protein
FAGEIGCL_05493	CDS	306				hypothetical protein
FAGEIGCL_05494	CDS	579				hypothetical protein
FAGEIGCL_05495	CDS	567				hypothetical protein
FAGEIGCL_05496	CDS	2649	valS_2	6.1.1.9	COG0525	Valine--tRNA ligase
FAGEIGCL_05497	CDS	564				hypothetical protein
FAGEIGCL_05498	CDS	1776		4.2.1.53	COG4716	Oleate hydratase
FAGEIGCL_05499	CDS	1080				hypothetical protein
FAGEIGCL_05500	CDS	543				hypothetical protein
FAGEIGCL_05501	CDS	549				hypothetical protein
FAGEIGCL_05502	CDS	795				hypothetical protein
FAGEIGCL_05503	CDS	993	asnA_2	6.3.1.1	COG2502	Aspartate--ammonia ligase
FAGEIGCL_05504	CDS	732				hypothetical protein
FAGEIGCL_05505	CDS	804				hypothetical protein
FAGEIGCL_05506	CDS	549	rsmD_3	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
FAGEIGCL_05507	CDS	498	coaD_3	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
FAGEIGCL_05508	CDS	1086	ylbL_2		COG3480	putative protein YlbL
FAGEIGCL_05509	CDS	255				hypothetical protein
FAGEIGCL_05510	CDS	1326	mggB_3	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
FAGEIGCL_05511	CDS	579				hypothetical protein
FAGEIGCL_05512	CDS	1107	rlmN_1	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
FAGEIGCL_05513	CDS	522				hypothetical protein
FAGEIGCL_05514	CDS	1746	yheI_3	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
FAGEIGCL_05515	CDS	1746	yheH_3	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
FAGEIGCL_05516	CDS	879	btuD_11	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FAGEIGCL_05517	CDS	732				hypothetical protein
FAGEIGCL_05518	CDS	1089				hypothetical protein
FAGEIGCL_05519	CDS	597	desR		COG2197	Transcriptional regulatory protein DesR
FAGEIGCL_05520	CDS	216				hypothetical protein
FAGEIGCL_05521	CDS	540	msrR			Regulatory protein MsrR
FAGEIGCL_05522	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
FAGEIGCL_05523	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
FAGEIGCL_05524	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
FAGEIGCL_05525	CDS	540				hypothetical protein
FAGEIGCL_05526	CDS	1212	mhpT			3-(3-hydroxy-phenyl)propionate transporter
FAGEIGCL_05527	CDS	1014	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
FAGEIGCL_05528	CDS	951	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
FAGEIGCL_05529	CDS	810	mhpD	4.2.1.80	COG3971	2-keto-4-pentenoate hydratase
FAGEIGCL_05530	CDS	867	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
FAGEIGCL_05531	CDS	945	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
FAGEIGCL_05532	CDS	1665	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
FAGEIGCL_05533	CDS	834	xynR		COG1414	HTH-type transcriptional regulator XynR
FAGEIGCL_05534	CDS	1092	lacI		COG1609	Lactose operon repressor
FAGEIGCL_05535	CDS	3075	lacZ	3.2.1.23	COG3250	Beta-galactosidase
FAGEIGCL_05536	CDS	1254	lacY			Lactose permease
FAGEIGCL_05537	CDS	621	lacA_2	2.3.1.18	COG0110	Galactoside O-acetyltransferase
FAGEIGCL_05538	CDS	1284	codA	3.5.4.1	COG0402	Cytosine deaminase
FAGEIGCL_05539	CDS	1260	codB_1		COG1457	Cytosine permease
FAGEIGCL_05540	CDS	1887	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
FAGEIGCL_05541	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
FAGEIGCL_05542	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
FAGEIGCL_05543	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
FAGEIGCL_05544	CDS	1587	prpR		COG1221	Propionate catabolism operon regulatory protein
FAGEIGCL_05545	CDS	276				hypothetical protein
FAGEIGCL_05546	CDS	633	rhtC_1		COG1280	Threonine efflux protein
FAGEIGCL_05547	tRNA	81				tRNA-Ser(gga)
FAGEIGCL_05548	CDS	450	yahK_1	1.1.1.2	COG1064	Aldehyde reductase YahK
FAGEIGCL_05549	CDS	624	yahK_2	1.1.1.2	COG1064	Aldehyde reductase YahK
FAGEIGCL_05550	CDS	138				hypothetical protein
FAGEIGCL_05551	CDS	1383				hypothetical protein
FAGEIGCL_05552	CDS	951	arcC2	2.7.2.2		Carbamate kinase 2
FAGEIGCL_05553	CDS	1419				hypothetical protein
FAGEIGCL_05554	CDS	1548	fdrA_3		COG0074	Protein FdrA
FAGEIGCL_05555	CDS	864				hypothetical protein
FAGEIGCL_05556	CDS	606				hypothetical protein
FAGEIGCL_05557	CDS	498				hypothetical protein
FAGEIGCL_05558	CDS	933	yahB_2			putative HTH-type transcriptional regulator YahB
FAGEIGCL_05559	CDS	1089	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
FAGEIGCL_05560	CDS	2034	betT		COG1292	High-affinity choline transport protein
FAGEIGCL_05561	CDS	588	betI_1		COG1309	HTH-type transcriptional regulator BetI
FAGEIGCL_05562	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
FAGEIGCL_05563	CDS	1656	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
FAGEIGCL_05564	CDS	282				hypothetical protein
FAGEIGCL_05565	CDS	564				ISKra4 family transposase ISCep1
FAGEIGCL_05566	CDS	795				hypothetical protein
FAGEIGCL_05567	CDS	141				hypothetical protein
FAGEIGCL_05568	CDS	762				hypothetical protein
FAGEIGCL_05569	CDS	2298				hypothetical protein
FAGEIGCL_05570	CDS	669				hypothetical protein
FAGEIGCL_05571	CDS	696	lutC_2		COG1556	Lactate utilization protein C
FAGEIGCL_05572	CDS	1428	lutB_2		COG1139	Lactate utilization protein B
FAGEIGCL_05573	CDS	720	lutA_2		COG0247	Lactate utilization protein A
FAGEIGCL_05574	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
FAGEIGCL_05575	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
FAGEIGCL_05576	CDS	249	rclB			putative protein RclB
FAGEIGCL_05577	CDS	594	rclC		COG3059	Inner membrane protein RclC
FAGEIGCL_05578	CDS	870	ytbE_1	1.-.-.-	COG0656	putative oxidoreductase YtbE
FAGEIGCL_05579	CDS	858	rob_1		COG2207	Right origin-binding protein
FAGEIGCL_05580	CDS	4248				hypothetical protein
FAGEIGCL_05581	CDS	852	yvgN_2	1.1.1.-	COG0656	Glyoxal reductase
FAGEIGCL_05582	CDS	990	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
FAGEIGCL_05583	CDS	894	pgrR_1			HTH-type transcriptional regulator PgrR
FAGEIGCL_05584	CDS	927	pgrR_2			HTH-type transcriptional regulator PgrR
FAGEIGCL_05585	CDS	924	ycjY_1		COG1073	putative protein YcjY
FAGEIGCL_05586	CDS	1143		1.-.-.-		NADH oxidase
FAGEIGCL_05587	CDS	102	ykgR			putative membrane protein YkgR
FAGEIGCL_05588	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
FAGEIGCL_05589	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
FAGEIGCL_05590	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
FAGEIGCL_05591	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
FAGEIGCL_05592	CDS	669	ecpB			putative fimbrial chaperone EcpB
FAGEIGCL_05593	CDS	2526	ecpC			putative outer membrane usher protein EcpC
FAGEIGCL_05594	CDS	1644	ecpD			Fimbria adhesin EcpD
FAGEIGCL_05595	CDS	711	ecpE			putative fimbrial chaperone EcpE
FAGEIGCL_05596	CDS	615	yagU		COG3477	Inner membrane protein YagU
FAGEIGCL_05597	CDS	216				hypothetical protein
FAGEIGCL_05598	CDS	4131	hbp	3.4.21.-		Hemoglobin-binding protease hbp autotransporter
FAGEIGCL_05599	CDS	525	mprA_1		COG1846	Transcriptional repressor MprA
FAGEIGCL_05600	CDS	339	intS_3		COG0582	Prophage integrase IntS
FAGEIGCL_05601	tRNA	76				tRNA-Thr(cgt)
FAGEIGCL_05602	CDS	1254	proA_2	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
FAGEIGCL_05603	CDS	1104	proB_2	2.7.2.11	COG0263	Glutamate 5-kinase
FAGEIGCL_05604	CDS	1056	phoE		COG3203	Outer membrane porin PhoE
FAGEIGCL_05605	CDS	402	crl			Sigma factor-binding protein Crl
FAGEIGCL_05606	CDS	1251				hypothetical protein
FAGEIGCL_05607	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
FAGEIGCL_05608	CDS	1458	pepD_2	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
FAGEIGCL_05609	CDS	615	prfA_3		COG0216	Peptide chain release factor 1
FAGEIGCL_05610	CDS	1140	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
FAGEIGCL_05611	CDS	375	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
FAGEIGCL_05612	CDS	399	yafO	3.1.-.-		mRNA interferase toxin YafO
FAGEIGCL_05613	CDS	294	yafN		COG2161	Antitoxin YafN
FAGEIGCL_05614	CDS	1056	dinB_2	2.7.7.7	COG0389	DNA polymerase IV
FAGEIGCL_05615	CDS	636	lafU		COG1360	Chemotaxis protein LafU
FAGEIGCL_05616	CDS	1740	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
FAGEIGCL_05617	CDS	279				hypothetical protein
FAGEIGCL_05618	CDS	357				hypothetical protein
FAGEIGCL_05619	CDS	627				hypothetical protein
FAGEIGCL_05620	CDS	261	dinJ			Antitoxin DinJ
FAGEIGCL_05621	CDS	90	yafQ_2	3.1.-.-		mRNA interferase toxin YafQ
FAGEIGCL_05622	CDS	255	yafQ_3	3.1.-.-	COG3041	mRNA interferase toxin YafQ
FAGEIGCL_05623	CDS	741				hypothetical protein
FAGEIGCL_05624	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
FAGEIGCL_05625	CDS	741	gmhA	5.3.1.28		Phosphoheptose isomerase
FAGEIGCL_05626	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
FAGEIGCL_05627	CDS	447	ivy			Inhibitor of vertebrate lysozyme
FAGEIGCL_05628	CDS	771	yafV_2	3.5.1.3		Omega-amidase YafV
FAGEIGCL_05629	CDS	489				hypothetical protein
FAGEIGCL_05630	CDS	504				hypothetical protein
FAGEIGCL_05631	CDS	486				hypothetical protein
FAGEIGCL_05632	CDS	180				hypothetical protein
FAGEIGCL_05633	CDS	291				hypothetical protein
FAGEIGCL_05634	CDS	1440				hypothetical protein
FAGEIGCL_05635	CDS	1047				hypothetical protein
FAGEIGCL_05636	CDS	1743	vgrG1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
FAGEIGCL_05637	CDS	924	pgl_2	3.1.1.31	COG2706	6-phosphogluconolactonase
FAGEIGCL_05638	CDS	285				hypothetical protein
FAGEIGCL_05639	CDS	273				hypothetical protein
FAGEIGCL_05640	CDS	141				hypothetical protein
FAGEIGCL_05641	CDS	1362	yclM	2.7.2.4	COG0527	Aspartokinase 3
FAGEIGCL_05642	CDS	651	gph_8	3.1.3.18	COG0546	Phosphoglycolate phosphatase
FAGEIGCL_05643	CDS	789	fabM	5.3.3.14	COG1024	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
FAGEIGCL_05644	CDS	435				hypothetical protein
FAGEIGCL_05645	CDS	975	fabH_3	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
FAGEIGCL_05646	CDS	225	acpA		COG0236	Acyl carrier protein
FAGEIGCL_05647	CDS	957		1.6.5.11	COG2070	NADH:quinone reductase
FAGEIGCL_05648	CDS	921	fabD_3	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
FAGEIGCL_05649	CDS	735	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FAGEIGCL_05650	CDS	1233	fabF_5	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FAGEIGCL_05651	CDS	489	accB_2			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
FAGEIGCL_05652	CDS	423	fabZ_3	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
FAGEIGCL_05653	CDS	1371	accC_3	6.3.4.14	COG0439	Biotin carboxylase
FAGEIGCL_05654	CDS	867	accD_1	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
FAGEIGCL_05655	CDS	774	accA_2	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FAGEIGCL_05656	CDS	1278	serS_1	6.1.1.11		Serine--tRNA ligase
FAGEIGCL_05657	CDS	372				hypothetical protein
FAGEIGCL_05658	CDS	912	manZ_8		COG3716	PTS system mannose-specific EIID component
FAGEIGCL_05659	CDS	804	manY_2		COG3715	PTS system mannose-specific EIIC component
FAGEIGCL_05660	CDS	993	manX_6	2.7.1.191		PTS system mannose-specific EIIAB component
FAGEIGCL_05661	CDS	801	yitU_2	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
FAGEIGCL_05662	CDS	585				hypothetical protein
FAGEIGCL_05663	CDS	600				hypothetical protein
FAGEIGCL_05664	CDS	1422	adeQ_2		COG2252	Adenine permease AdeQ
FAGEIGCL_05665	CDS	444	tsaE_2		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
FAGEIGCL_05666	CDS	513	mshD_2	2.3.1.189		Mycothiol acetyltransferase
FAGEIGCL_05667	CDS	1158	brpA_1		COG1316	Biofilm regulatory protein A
FAGEIGCL_05668	CDS	585				IS982 family transposase IS233A
FAGEIGCL_05669	CDS	819	licT_3		COG3711	Transcription antiterminator LicT
FAGEIGCL_05670	CDS	1368	bglF_8		COG1263	PTS system beta-glucoside-specific EIIBCA component
FAGEIGCL_05671	CDS	492				hypothetical protein
FAGEIGCL_05672	CDS	1473	bglH_8	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
FAGEIGCL_05673	CDS	129				hypothetical protein
FAGEIGCL_05674	CDS	213				hypothetical protein
FAGEIGCL_05675	CDS	411				IS110 family transposase ISSsu7
FAGEIGCL_05676	CDS	438				IS110 family transposase ISSsu7
FAGEIGCL_05677	CDS	348				hypothetical protein
FAGEIGCL_05678	CDS	303				hypothetical protein
FAGEIGCL_05679	CDS	420	hit_2		COG0537	Protein hit
FAGEIGCL_05680	CDS	726	ecsA_2		COG1131	ABC-type transporter ATP-binding protein EcsA
FAGEIGCL_05681	CDS	1035				hypothetical protein
FAGEIGCL_05682	CDS	795				hypothetical protein
FAGEIGCL_05683	CDS	639	trmB_3	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
FAGEIGCL_05684	tRNA	85				tRNA-Ser(gga)
FAGEIGCL_05685	CDS	96				hypothetical protein
FAGEIGCL_05686	CDS	441	rimP_1		COG0779	Ribosome maturation factor RimP
FAGEIGCL_05687	CDS	1179	nusA_1		COG0195	Transcription termination/antitermination protein NusA
FAGEIGCL_05688	CDS	297				hypothetical protein
FAGEIGCL_05689	CDS	303	rplGA		COG1358	putative ribosomal protein YlxQ
FAGEIGCL_05690	CDS	2709	infB_2			Translation initiation factor IF-2
FAGEIGCL_05691	CDS	351	rbfA_2			Ribosome-binding factor A
FAGEIGCL_05692	CDS	543		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
FAGEIGCL_05693	CDS	549				hypothetical protein
FAGEIGCL_05694	CDS	432	copY			Transcriptional repressor CopY
FAGEIGCL_05695	CDS	2238	copA_3	7.2.2.8	COG2217	Copper-exporting P-type ATPase
FAGEIGCL_05696	CDS	204				hypothetical protein
FAGEIGCL_05697	CDS	618				hypothetical protein
FAGEIGCL_05698	CDS	813		3.1.3.-		Putative phosphatase
FAGEIGCL_05699	CDS	318				hypothetical protein
FAGEIGCL_05700	CDS	558				hypothetical protein
FAGEIGCL_05701	CDS	846			COG1307	DegV domain-containing protein
FAGEIGCL_05702	CDS	327				hypothetical protein
FAGEIGCL_05703	CDS	585				hypothetical protein
FAGEIGCL_05704	CDS	729	nagR_3		COG2188	HTH-type transcriptional repressor NagR
FAGEIGCL_05705	CDS	1176	agaS_1	3.5.99.-	COG2222	D-galactosamine-6-phosphate deaminase AgaS
FAGEIGCL_05706	CDS	411	gmuD_3	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
FAGEIGCL_05707	CDS	1341				hypothetical protein
FAGEIGCL_05708	CDS	777				hypothetical protein
FAGEIGCL_05709	CDS	267				hypothetical protein
FAGEIGCL_05710	CDS	183				hypothetical protein
FAGEIGCL_05711	CDS	540				hypothetical protein
FAGEIGCL_05712	CDS	234				hypothetical protein
FAGEIGCL_05713	CDS	267				hypothetical protein
FAGEIGCL_05714	CDS	354	acpS_2	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
FAGEIGCL_05715	CDS	537	citX_2	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
FAGEIGCL_05716	CDS	1533	citF_2	4.1.3.6	COG3051	Citrate lyase alpha chain
FAGEIGCL_05717	CDS	888	citE_2	4.1.3.6	COG2301	Citrate lyase subunit beta
FAGEIGCL_05718	CDS	309	citD_2		COG3052	Citrate lyase acyl carrier protein
FAGEIGCL_05719	CDS	1011	citC_2	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
FAGEIGCL_05720	CDS	135				hypothetical protein
FAGEIGCL_05721	CDS	1116	gcdB	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
FAGEIGCL_05722	CDS	402	gcdC	7.2.4.5	COG0511	Glutaconyl-CoA decarboxylase subunit gamma
FAGEIGCL_05723	CDS	363				hypothetical protein
FAGEIGCL_05724	CDS	213				hypothetical protein
FAGEIGCL_05725	CDS	438	rnj1_2	3.1.-.-		Ribonuclease J 1
FAGEIGCL_05726	CDS	201	cspLA		COG1278	Cold shock-like protein CspLA
FAGEIGCL_05727	CDS	699				hypothetical protein
FAGEIGCL_05728	CDS	657		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
FAGEIGCL_05729	CDS	297	prmA_2	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
FAGEIGCL_05730	CDS	753	rsmE_2	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
FAGEIGCL_05731	CDS	1185	mutY_3	3.2.2.31		Adenine DNA glycosylase
FAGEIGCL_05732	CDS	303	recX_2			Regulatory protein RecX
FAGEIGCL_05733	CDS	1164				hypothetical protein
FAGEIGCL_05734	CDS	360				hypothetical protein
FAGEIGCL_05735	CDS	423	yrrK_1	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
