locus_tag	ftype	length_bp	gene	EC_number	COG	product
HANCKOBL_02495	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
HANCKOBL_02496	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
HANCKOBL_02497	CDS	309				hypothetical protein
HANCKOBL_02498	CDS	450	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
HANCKOBL_02499	CDS	891	rpiR		COG1737	HTH-type transcriptional regulator RpiR
HANCKOBL_02500	CDS	936	alsB		COG1879	D-allose-binding periplasmic protein
HANCKOBL_02501	CDS	1533	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
HANCKOBL_02502	CDS	981	alsC		COG1172	D-allose transport system permease protein AlsC
HANCKOBL_02503	CDS	696	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
HANCKOBL_02504	CDS	930	alsK	2.7.1.55	COG1940	D-allose kinase
HANCKOBL_02505	CDS	1986	yjcS_2	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
HANCKOBL_02506	CDS	276				hypothetical protein
HANCKOBL_02507	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
HANCKOBL_02508	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
HANCKOBL_02509	CDS	1467	cusC_2		COG1538	Cation efflux system protein CusC
HANCKOBL_02510	CDS	420	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
HANCKOBL_02511	CDS	1680	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
HANCKOBL_02512	CDS	1569	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
HANCKOBL_02513	CDS	1050	dppB_2		COG0601	Dipeptide transport system permease protein DppB
HANCKOBL_02514	CDS	834	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
HANCKOBL_02515	CDS	837	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
HANCKOBL_02516	CDS	705	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
HANCKOBL_02517	CDS	690				hypothetical protein
HANCKOBL_02518	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
HANCKOBL_02519	CDS	597	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
HANCKOBL_02520	CDS	384	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
HANCKOBL_02521	CDS	1623	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
HANCKOBL_02522	CDS	957				hypothetical protein
HANCKOBL_02523	CDS	672	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
HANCKOBL_02524	CDS	567	nrfB			Cytochrome c-type protein NrfB
HANCKOBL_02525	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
HANCKOBL_02526	CDS	1959	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
HANCKOBL_02527	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
HANCKOBL_02528	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
HANCKOBL_02529	CDS	690	yohK_1		COG1346	Inner membrane protein YohK
HANCKOBL_02530	CDS	411	cidA			Holin-like protein CidA
HANCKOBL_02531	CDS	885	oxyR_2			Hydrogen peroxide-inducible genes activator
HANCKOBL_02532	CDS	1650	nhaK_1		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
HANCKOBL_02533	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
HANCKOBL_02534	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
HANCKOBL_02535	CDS	324	soxS			Regulatory protein SoxS
HANCKOBL_02536	CDS	1587	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
HANCKOBL_02537	CDS	282				hypothetical protein
HANCKOBL_02538	CDS	537	ssb_1		COG0629	Single-stranded DNA-binding protein
HANCKOBL_02539	CDS	2823	uvrA		COG0178	UvrABC system protein A
HANCKOBL_02540	CDS	357	yjbR		COG2315	putative protein YjbR
HANCKOBL_02541	CDS	417				hypothetical protein
HANCKOBL_02542	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
HANCKOBL_02543	CDS	1821	dctB	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
HANCKOBL_02544	CDS	1359	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
HANCKOBL_02545	CDS	1074	ldh	1.1.1.27	COG2055	L-lactate dehydrogenase
HANCKOBL_02546	CDS	1500	ybhI_2		COG0471	Inner membrane protein YbhI
HANCKOBL_02547	CDS	873	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
HANCKOBL_02548	CDS	1170	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
HANCKOBL_02549	CDS	1419	lpd	1.8.1.4		Dihydrolipoyl dehydrogenase
HANCKOBL_02550	CDS	1155	sucB_1	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
HANCKOBL_02551	CDS	2745	sucA_1	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
HANCKOBL_02552	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
HANCKOBL_02553	CDS	1005	nadR_1		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
HANCKOBL_02554	CDS	558				hypothetical protein
HANCKOBL_02555	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
HANCKOBL_02556	CDS	1416	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
HANCKOBL_02557	CDS	1035	cytR_1		COG1609	HTH-type transcriptional repressor CytR
HANCKOBL_02558	CDS	1572	carA_1	2.8.3.23	COG4670	Caffeate CoA-transferase
HANCKOBL_02559	CDS	780	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
HANCKOBL_02560	CDS	1401	ydfJ			Putative transporter YdfJ
HANCKOBL_02561	CDS	2049				hypothetical protein
HANCKOBL_02562	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
HANCKOBL_02563	CDS	243	pspG			Phage shock protein G
HANCKOBL_02564	CDS	996	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
HANCKOBL_02565	CDS	516	zur		COG0735	Zinc uptake regulation protein
HANCKOBL_02566	CDS	210				hypothetical protein
HANCKOBL_02567	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
HANCKOBL_02568	CDS	609	lexA_2	3.4.21.88	COG1974	LexA repressor
HANCKOBL_02569	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
HANCKOBL_02570	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
HANCKOBL_02571	CDS	873	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
HANCKOBL_02572	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
HANCKOBL_02573	CDS	921				hypothetical protein
HANCKOBL_02574	CDS	1338	lamB		COG4580	Maltoporin
HANCKOBL_02575	CDS	1116	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
HANCKOBL_02576	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
HANCKOBL_02577	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
HANCKOBL_02578	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
HANCKOBL_02579	CDS	411	psiE		COG3223	Protein PsiE
HANCKOBL_02580	CDS	2097				hypothetical protein
HANCKOBL_02581	CDS	738				hypothetical protein
HANCKOBL_02582	CDS	639	gfcB			putative lipoprotein GfcB
HANCKOBL_02583	CDS	243				hypothetical protein
HANCKOBL_02584	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
HANCKOBL_02585	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
HANCKOBL_02586	CDS	273				hypothetical protein
HANCKOBL_02587	CDS	873	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
HANCKOBL_02588	CDS	948	sorC_2		COG2390	Sorbitol operon regulator
HANCKOBL_02589	CDS	807	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
HANCKOBL_02590	CDS	408	sorF		COG2893	PTS system sorbose-specific EIIA component
HANCKOBL_02591	CDS	495	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
HANCKOBL_02592	CDS	798	sorA		COG3715	PTS system sorbose-specific EIIC component
HANCKOBL_02593	CDS	825	sorM		COG3716	PTS system sorbose-specific EIID component
HANCKOBL_02594	CDS	1230	yggP_2	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
HANCKOBL_02595	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
HANCKOBL_02596	CDS	1632				hypothetical protein
HANCKOBL_02597	CDS	450				hypothetical protein
HANCKOBL_02598	CDS	321				hypothetical protein
HANCKOBL_02599	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
HANCKOBL_02600	CDS	825	iclR		COG1414	Transcriptional repressor IclR
HANCKOBL_02601	CDS	1725	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
HANCKOBL_02602	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
HANCKOBL_02603	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
HANCKOBL_02604	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
HANCKOBL_02605	CDS	444	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
HANCKOBL_02606	CDS	384				hypothetical protein
HANCKOBL_02607	CDS	2436	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
HANCKOBL_02608	CDS	1203	nupC		COG1972	Nucleoside permease NupC
HANCKOBL_02609	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
HANCKOBL_02610	CDS	327				hypothetical protein
HANCKOBL_02611	CDS	1257	yfeO			Putative ion-transport protein YfeO
HANCKOBL_02612	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
HANCKOBL_02613	CDS	327	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
HANCKOBL_02614	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
HANCKOBL_02615	CDS	1086	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
HANCKOBL_02616	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
HANCKOBL_02617	CDS	2496	fryA_1		COG1080	Multiphosphoryl transfer protein 1
HANCKOBL_02618	CDS	858	rhaR_3			HTH-type transcriptional activator RhaR
HANCKOBL_02619	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
HANCKOBL_02620	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
HANCKOBL_02621	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
HANCKOBL_02622	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
HANCKOBL_02623	CDS	243				hypothetical protein
HANCKOBL_02624	CDS	276				hypothetical protein
HANCKOBL_02625	CDS	633	yfdX			Protein YfdX
HANCKOBL_02626	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
HANCKOBL_02627	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
HANCKOBL_02628	CDS	945				hypothetical protein
HANCKOBL_02629	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
HANCKOBL_02630	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
HANCKOBL_02631	CDS	615	evgA			DNA-binding transcriptional activator EvgA
HANCKOBL_02632	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
HANCKOBL_02633	CDS	1539	emrY			putative multidrug resistance protein EmrY
HANCKOBL_02634	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
HANCKOBL_02635	CDS	1338	dsdX			D-serine transporter DsdX
HANCKOBL_02636	CDS	948	dsdC		COG0583	HTH-type transcriptional regulator DsdC
HANCKOBL_02637	CDS	570	xerD_3		COG4974	Tyrosine recombinase XerD
HANCKOBL_02638	CDS	630	xerD_4		COG4974	Tyrosine recombinase XerD
HANCKOBL_02639	CDS	621				hypothetical protein
HANCKOBL_02640	CDS	7908				hypothetical protein
HANCKOBL_02641	CDS	519				hypothetical protein
HANCKOBL_02642	tRNA	75				tRNA-Arg(cct)
HANCKOBL_02643	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
HANCKOBL_02644	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
HANCKOBL_02645	CDS	1341	fadL		COG2067	Long-chain fatty acid transport protein
HANCKOBL_02646	CDS	285				hypothetical protein
HANCKOBL_02647	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
HANCKOBL_02648	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
HANCKOBL_02649	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
HANCKOBL_02650	CDS	567	yfcV			putative fimbrial-like protein YfcV
HANCKOBL_02651	CDS	2649	papC_2		COG3188	Outer membrane usher protein PapC
HANCKOBL_02652	CDS	753	yfcS_2		COG3121	putative fimbrial chaperone YfcS
HANCKOBL_02653	CDS	492	yfcR			putative fimbrial-like protein YfcR
HANCKOBL_02654	CDS	480	yfcQ			putative fimbrial-like protein YfcQ
HANCKOBL_02655	CDS	528	yfcP			putative fimbrial-like protein YfcP
HANCKOBL_02656	CDS	825	yfcO			putative protein YfcO
HANCKOBL_02657	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
HANCKOBL_02658	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
HANCKOBL_02659	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
HANCKOBL_02660	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
HANCKOBL_02661	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
HANCKOBL_02662	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
HANCKOBL_02663	CDS	279				hypothetical protein
HANCKOBL_02664	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
HANCKOBL_02665	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
HANCKOBL_02666	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
HANCKOBL_02667	CDS	996	flk			Flagellar regulator flk
HANCKOBL_02668	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
HANCKOBL_02669	CDS	1014	usg		COG0136	USG-1 protein
HANCKOBL_02670	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
HANCKOBL_02671	CDS	660	dedA		COG0586	Protein DedA
HANCKOBL_02672	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
HANCKOBL_02673	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
HANCKOBL_02674	CDS	663	dedD			Cell division protein DedD
HANCKOBL_02675	CDS	489	cvpA		COG1286	Colicin V production protein
HANCKOBL_02676	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
HANCKOBL_02677	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
HANCKOBL_02678	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
HANCKOBL_02679	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
HANCKOBL_02680	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
HANCKOBL_02681	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
HANCKOBL_02682	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
HANCKOBL_02683	CDS	894				Epimerase family protein
HANCKOBL_02684	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
HANCKOBL_02685	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
HANCKOBL_02686	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
HANCKOBL_02687	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
HANCKOBL_02688	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
HANCKOBL_02689	CDS	1479				hypothetical protein
HANCKOBL_02690	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
HANCKOBL_02691	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
HANCKOBL_02692	CDS	456				hypothetical protein
HANCKOBL_02693	CDS	495				hypothetical protein
HANCKOBL_02694	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
HANCKOBL_02695	CDS	1833				hypothetical protein
HANCKOBL_02696	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
HANCKOBL_02697	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
HANCKOBL_02698	CDS	939	hdfR_1			HTH-type transcriptional regulator HdfR
HANCKOBL_02699	CDS	165				hypothetical protein
HANCKOBL_02700	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
HANCKOBL_02701	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
HANCKOBL_02702	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
HANCKOBL_02703	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
HANCKOBL_02704	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
HANCKOBL_02705	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
HANCKOBL_02706	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
HANCKOBL_02707	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
HANCKOBL_02708	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
HANCKOBL_02709	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
HANCKOBL_02710	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
HANCKOBL_02711	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
HANCKOBL_02712	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
HANCKOBL_02713	CDS	423				hypothetical protein
HANCKOBL_02714	CDS	717				hypothetical protein
HANCKOBL_02715	CDS	504	yfbM			Protein YfbM
HANCKOBL_02716	CDS	819				hypothetical protein
HANCKOBL_02717	CDS	1743				hypothetical protein
HANCKOBL_02718	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
HANCKOBL_02719	CDS	462	elaA		COG2153	Protein ElaA
HANCKOBL_02720	CDS	306	elaB		COG4575	Protein ElaB
HANCKOBL_02721	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
HANCKOBL_02722	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
HANCKOBL_02723	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HANCKOBL_02724	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
HANCKOBL_02725	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
HANCKOBL_02726	CDS	1356	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
HANCKOBL_02727	CDS	267	pmrD			Signal transduction protein PmrD
HANCKOBL_02728	CDS	387	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
HANCKOBL_02729	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
HANCKOBL_02730	CDS	1653	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
HANCKOBL_02731	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
HANCKOBL_02732	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
HANCKOBL_02733	CDS	969	arnC_3	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HANCKOBL_02734	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
HANCKOBL_02735	CDS	603	ais	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
HANCKOBL_02736	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
HANCKOBL_02737	CDS	543				hypothetical protein
HANCKOBL_02738	CDS	1203	pncC_1	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
HANCKOBL_02739	CDS	783	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
HANCKOBL_02740	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
HANCKOBL_02741	CDS	1290	rhmT			Inner membrane transport protein RhmT
HANCKOBL_02742	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
HANCKOBL_02743	CDS	222				hypothetical protein
HANCKOBL_02744	CDS	996				ISNCY family transposase ISRor2
HANCKOBL_02745	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
HANCKOBL_02746	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
HANCKOBL_02747	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
HANCKOBL_02748	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
HANCKOBL_02749	CDS	1077	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
HANCKOBL_02750	CDS	651	inaA			Protein InaA
HANCKOBL_02751	CDS	255				hypothetical protein
HANCKOBL_02752	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
HANCKOBL_02753	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
HANCKOBL_02754	CDS	1293	yfaL_1		COG3468	putative autotransporter YfaL
HANCKOBL_02755	CDS	2388	yfaL_2		COG3468	putative autotransporter YfaL
HANCKOBL_02756	CDS	723	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
HANCKOBL_02757	CDS	2628	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
HANCKOBL_02758	CDS	1689				hypothetical protein
HANCKOBL_02759	CDS	624				hypothetical protein
HANCKOBL_02760	CDS	4395				hypothetical protein
HANCKOBL_02761	CDS	1650				hypothetical protein
HANCKOBL_02762	CDS	777				hypothetical protein
HANCKOBL_02763	CDS	1185	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
HANCKOBL_02764	CDS	1323	atoE		COG2031	Putative short-chain fatty acid transporter
HANCKOBL_02765	CDS	651	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
HANCKOBL_02766	CDS	663	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
HANCKOBL_02767	CDS	1386	atoC		COG2204	Regulatory protein AtoC
HANCKOBL_02768	CDS	1827	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
HANCKOBL_02769	CDS	2850	rcsC	2.7.13.3		Sensor histidine kinase RcsC
HANCKOBL_02770	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
HANCKOBL_02771	CDS	2673	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
HANCKOBL_02772	CDS	1122	ompC		COG3203	Outer membrane protein C
HANCKOBL_02773	CDS	1056	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
HANCKOBL_02774	CDS	1065	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
HANCKOBL_02775	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
HANCKOBL_02776	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
HANCKOBL_02777	CDS	1647	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
HANCKOBL_02778	CDS	489	eco		COG4574	Ecotin
HANCKOBL_02779	CDS	165				hypothetical protein
HANCKOBL_02780	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
HANCKOBL_02781	CDS	264	napD		COG3062	Chaperone NapD
HANCKOBL_02782	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
HANCKOBL_02783	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
HANCKOBL_02784	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
HANCKOBL_02785	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
HANCKOBL_02786	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
HANCKOBL_02787	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
HANCKOBL_02788	CDS	663	ccmB		COG2386	Heme exporter protein B
HANCKOBL_02789	CDS	738	ccmC		COG0755	Heme exporter protein C
HANCKOBL_02790	CDS	210	ccmD		COG3114	Heme exporter protein D
HANCKOBL_02791	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
HANCKOBL_02792	CDS	1944	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
HANCKOBL_02793	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
HANCKOBL_02794	CDS	1053	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
HANCKOBL_02795	CDS	648	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
HANCKOBL_02796	CDS	204				hypothetical protein
HANCKOBL_02797	CDS	642				hypothetical protein
HANCKOBL_02798	tRNA	77				tRNA-Pro(ggg)
HANCKOBL_02799	CDS	1761	yejM		COG3083	Inner membrane protein YejM
HANCKOBL_02800	CDS	228				hypothetical protein
HANCKOBL_02801	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
HANCKOBL_02802	CDS	285	rplY		COG1825	50S ribosomal protein L25
HANCKOBL_02803	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
HANCKOBL_02804	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
HANCKOBL_02805	CDS	1191	bcr_1			Bicyclomycin resistance protein
HANCKOBL_02806	CDS	345	yejG			putative protein YejG
HANCKOBL_02807	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
HANCKOBL_02808	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
